1.850061, 0.149939, 1.996643
1.850057, 0.149943, 1.996643
1.850061, 0.149939, 1.996643
1.850071, 0.149929, 1.996643
1.850062, 0.149938, 1.996643
1.850061, 0.149939, 1.996643
1.850061, 0.149939, 1.996643
1.850064, 0.149936, 1.996643
1.850054, 0.149946, 1.996643
1.850064, 0.149936, 1.996643
1.850062, 0.149938, 1.996643
1.850062, 0.149938, 1.996643
1.850066, 0.149934, 1.996643
1.850062, 0.149938, 1.996643
1.850059, 0.149941, 1.996643
1.850061, 0.149939, 1.996643
1.850056, 0.149944, 1.996643
1.850064, 0.149936, 1.996643
1.850057, 0.149943, 1.996643
1.850064, 0.149936, 1.996643
1.850061, 0.149939, 1.996643
1.850059, 0.149941, 1.996643
0.848149, 1.151851, 1.996357
1.850167, 0.149833, 1.996633
1.850066, 0.149934, 1.996643
1.849535, 0.150465, 1.996391
1.850057, 0.149943, 1.996643
1.850062, 0.149938, 1.996643
1.850092, 0.149908, 1.996643
1.850056, 0.149944, 1.996643
1.850071, 0.149929, 1.996643
1.850059, 0.149941, 1.996643
1.850049, 0.149951, 1.996643
1.850061, 0.149939, 1.996643
1.850045, 0.149955, 1.996643
1.850061, 0.149939, 1.996643
1.850049, 0.149951, 1.996643
0.848149, 1.151851, 1.996357
0.848149, 1.151851, 1.996357
1.850061, 0.149939, 1.996643
1.850064, 0.149936, 1.996643
1.850061, 0.149939, 1.996643
1.850061, 0.149939, 1.996643
0.848149, 1.151851, 1.996357
1.850064, 0.149936, 1.996643
0.848149, 1.151851, 1.996357
1.850062, 0.149938, 1.996643
1.850251, 0.149749, 1.996610
1.850064, 0.149936, 1.996643
1.850064, 0.149936, 1.996643
0.848149, 1.151851, 1.996357
1.850056, 0.149944, 1.996643
1.850057, 0.149943, 1.996643
1.850061, 0.149939, 1.996643
1.850054, 0.149946, 1.996643
1.850062, 0.149938, 1.996643
1.850165, 0.149835, 1.996633
1.850097, 0.149903, 1.996642
1.850047, 0.149953, 1.996643
1.850061, 0.149939, 1.996643
1.850057, 0.149943, 1.996643
1.850062, 0.149938, 1.996643
0.848145, 1.151855, 1.996357
1.850061, 0.149939, 1.996643
1.850059, 0.149941, 1.996643
1.850061, 0.149939, 1.996643
1.850049, 0.149951, 1.996643
1.850069, 0.149931, 1.996643
1.850059, 0.149941, 1.996643
1.850033, 0.149967, 1.996643
0.848159, 1.151841, 1.996357
1.850057, 0.149943, 1.996643
1.850061, 0.149939, 1.996643
1.850083, 0.149917, 1.996643
1.850064, 0.149936, 1.996643
1.850083, 0.149917, 1.996643
1.850054, 0.149946, 1.996643
1.850061, 0.149939, 1.996643
1.850045, 0.149955, 1.996643
1.850062, 0.149938, 1.996643
1.850061, 0.149939, 1.996643
1.850056, 0.149944, 1.996643
1.850057, 0.149943, 1.996643
1.850059, 0.149941, 1.996643
1.850061, 0.149939, 1.996643
1.850056, 0.149944, 1.996643
1.850061, 0.149939, 1.996643
1.850062, 0.149938, 1.996643
1.850064, 0.149936, 1.996643
1.850068, 0.149932, 1.996643
1.850061, 0.149939, 1.996643
1.850066, 0.149934, 1.996643
0.848149, 1.151851, 1.996357
1.850062, 0.149938, 1.996643
1.850061, 0.149939, 1.996643
1.850061, 0.149939, 1.996643
1.850061, 0.149939, 1.996643
0.848149, 1.151851, 1.996357
1.850061, 0.149939, 1.996643
0.848150, 1.151850, 1.996357
